SEXO,POSSUI_CARRO,POSSUI_IMOVEL,QTD_FILHOS,RENDA_ANUAL,TIPO_RENDA,ESCOLARIDADE,ESTADO_CIVIL,TIPO_MORADIA,DIAS_EMPREGADO,TAMANHO_FAMILIA,IDADE,ROTULO
F,Não,Não,1,135000.0,Servidor público,Licenciatura,Solteiro,Estúdio,4089,2.0,34.0,BOM
M,Não,Sim,0,270000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,587,2.0,39.0,BOM
F,Não,Sim,0,177750.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,63.0,BOM
F,Não,Não,1,126000.0,Servidor público,Graduação completa,Solteiro,Casa / Apartamento,9019,2.0,43.0,BOM
F,Não,Sim,2,315000.0,Servidor público,Licenciatura,Divorciado,Habitação popular,192,3.0,33.0,BOM
M,Sim,Sim,0,135000.0,Pensão/Aposentadoria,Licenciatura,Solteiro,Casa / Apartamento,-365243,1.0,60.0,BOM
F,Não,Sim,0,180000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,1713,2.0,43.0,BOM
F,Não,Sim,0,360000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,2.0,53.0,BOM
M,Não,Sim,0,247500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,825,2.0,26.0,BOM
M,Não,Sim,1,315000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1100,3.0,31.0,BOM
F,Não,Não,0,67500.0,Representate comercial,Licenciatura,Casado,Habitação popular,134,2.0,51.0,BOM
F,Sim,Sim,0,225000.0,Representate comercial,Graduação completa,Casado no civil,Casa / Apartamento,164,2.0,30.0,BOM
M,Sim,Sim,0,180000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,348,2.0,56.0,BOM
F,Sim,Sim,1,292500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,133,3.0,38.0,BOM
F,Sim,Sim,0,256500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,3330,2.0,39.0,BOM
F,Não,Sim,0,67500.0,Representate comercial,Licenciatura,Solteiro,Casa / Apartamento,3024,1.0,37.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
F,Não,Sim,1,337500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3329,3.0,35.0,BOM
M,Não,Sim,0,135000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,1288,2.0,53.0,BOM
F,Sim,Não,0,157500.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,2657,2.0,51.0,BOM
F,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado no civil,Com os pais,1257,2.0,27.0,BOM
M,Não,Não,0,99000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1530,2.0,29.0,BOM
F,Não,Não,0,103500.0,Trabalho,Licenciatura,Solteiro,Habitação popular,3844,1.0,41.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3479,2.0,55.0,BOM
F,Não,Não,1,162000.0,Servidor público,Graduação completa,Casado no civil,Casa / Apartamento,1075,3.0,29.0,BOM
F,Não,Sim,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,374,2.0,39.0,BOM
M,Sim,Sim,0,292500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3296,2.0,29.0,BOM
M,Sim,Sim,1,450000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,948,3.0,40.0,BOM
M,Sim,Sim,1,360000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,2752,3.0,39.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
M,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1259,2.0,28.0,BOM
F,Sim,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3695,2.0,34.0,BOM
F,Sim,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3695,2.0,34.0,BOM
F,Sim,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3695,2.0,34.0,BOM
F,Sim,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3695,2.0,34.0,BOM
F,Sim,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3695,2.0,34.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Não,0,135000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,3785,2.0,57.0,BOM
F,Não,Sim,0,112500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,375,2.0,51.0,BOM
F,Não,Sim,1,225000.0,Trabalho,Graduação completa,Solteiro,Casa / Apartamento,464,2.0,30.0,BOM
F,Não,Sim,0,148500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,65.0,BOM
F,Sim,Sim,0,211500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2746,2.0,29.0,BOM
F,Não,Sim,0,315000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,53.0,BOM
F,Não,Sim,0,166500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,189,2.0,48.0,BOM
F,Não,Sim,0,333000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,461,2.0,53.0,BOM
F,Sim,Sim,2,72000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2043,4.0,28.0,BOM
F,Sim,Sim,0,112500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,705,2.0,40.0,BOM
M,Sim,Sim,0,378000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,2805,1.0,51.0,BOM
M,Sim,Sim,0,378000.0,Representate comercial,Licenciatura,Divorciado,Casa / Apartamento,2805,1.0,51.0,BOM
F,Não,Sim,0,360000.0,Trabalho,Licenciatura,Viúvo,Casa / Apartamento,7310,1.0,56.0,BOM
F,Não,Sim,0,180000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,60.0,BOM
F,Não,Sim,0,126000.0,Pensão/Aposentadoria,Licenciatura,Solteiro,Casa / Apartamento,-365243,1.0,65.0,BOM
M,Sim,Não,0,202500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,46.0,BOM
F,Sim,Sim,0,225000.0,Pensão/Aposentadoria,Licenciatura,Casado no civil,Casa / Apartamento,-365243,2.0,63.0,BOM
M,Sim,Sim,0,450000.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,64.0,BOM
F,Não,Sim,0,99000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1474,2.0,54.0,BOM
F,Não,Não,1,157500.0,Trabalho,Licenciatura,Divorciado,Casa / Apartamento,1351,2.0,34.0,BOM
F,Não,Sim,0,193500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,712,2.0,65.0,BOM
F,Sim,Não,0,121500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,4973,2.0,55.0,BOM
F,Não,Não,0,54000.0,Pensão/Aposentadoria,Licenciatura,Viúvo,Casa / Apartamento,-365243,1.0,60.0,BOM
F,Sim,Não,0,157500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,774,2.0,39.0,BOM
M,Sim,Não,0,90000.0,Trabalho,Licenciatura,Solteiro,Com os pais,560,1.0,28.0,BOM
M,Sim,Sim,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,954,2.0,59.0,BOM
F,Não,Sim,0,112500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,954,2.0,29.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
M,Sim,Não,0,180000.0,Representate comercial,Licenciatura,Casado,Habitação popular,2993,2.0,27.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,157500.0,Servidor público,Graduação completa,Casado,Casa / Apartamento,801,2.0,32.0,BOM
F,Não,Não,0,56250.0,Pensão/Aposentadoria,Licenciatura,Casado,Estúdio,-365243,2.0,60.0,BOM
F,Não,Não,0,56250.0,Pensão/Aposentadoria,Licenciatura,Casado,Estúdio,-365243,2.0,60.0,BOM
F,Não,Não,0,56250.0,Pensão/Aposentadoria,Licenciatura,Casado,Estúdio,-365243,2.0,60.0,BOM
F,Não,Não,0,56250.0,Pensão/Aposentadoria,Licenciatura,Casado,Estúdio,-365243,2.0,60.0,BOM
M,Não,Sim,1,119250.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,284,3.0,26.0,BOM
F,Não,Sim,0,135000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,99,2.0,46.0,BOM
F,Não,Sim,1,238500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3720,3.0,34.0,BOM
F,Não,Sim,0,247500.0,Representate comercial,Graduação completa,Solteiro,Casa / Apartamento,1772,1.0,40.0,BOM
F,Não,Sim,1,216000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,371,3.0,40.0,BOM
F,Sim,Sim,1,225000.0,Trabalho,Licenciatura,Divorciado,Casa / Apartamento,3869,2.0,40.0,BOM
M,Sim,Sim,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,217,2.0,29.0,MAU
F,Sim,Sim,0,810000.0,Representate comercial,Graduação incompleta,Casado,Casa / Apartamento,6518,2.0,42.0,BOM
F,Não,Não,0,202500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,2378,2.0,49.0,BOM
F,Não,Sim,0,247500.0,Trabalho,Licenciatura,Viúvo,Casa / Apartamento,370,1.0,60.0,BOM
F,Não,Sim,0,112500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,54.0,BOM
F,Não,Não,0,225000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,9379,2.0,58.0,BOM
F,Não,Não,0,112500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2439,2.0,31.0,BOM
M,Sim,Não,0,135000.0,Trabalho,Licenciatura,Solteiro,Apartamento alugado,802,1.0,29.0,BOM
F,Sim,Sim,1,90000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1199,3.0,34.0,BOM
F,Não,Sim,0,157500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,1747,2.0,29.0,BOM
F,Não,Não,0,135000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,864,2.0,30.0,BOM
M,Não,Não,0,315000.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,42.0,BOM
M,Sim,Não,0,225000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,986,2.0,33.0,BOM
F,Não,Sim,0,135000.0,Trabalho,Licenciatura,Viúvo,Casa / Apartamento,9447,1.0,60.0,BOM
F,Não,Sim,0,225000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,3206,2.0,47.0,BOM
F,Não,Sim,0,135000.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,64.0,BOM
M,Sim,Sim,2,292500.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,3327,4.0,42.0,BOM
F,Sim,Sim,0,157500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,5547,2.0,62.0,BOM
F,Não,Sim,2,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,344,4.0,41.0,BOM
F,Não,Não,0,58500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,61.0,BOM
F,Não,Não,0,58500.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,61.0,BOM
F,Sim,Sim,0,135000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,63.0,BOM
F,Não,Não,0,405000.0,Trabalho,Licenciatura,Solteiro,Casa / Apartamento,3476,1.0,54.0,BOM
F,Não,Sim,0,112500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,5820,2.0,37.0,BOM
F,Sim,Sim,1,189000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,5088,3.0,51.0,BOM
M,Sim,Sim,0,315000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,3778,2.0,40.0,BOM
M,Sim,Sim,0,315000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,3778,2.0,40.0,BOM
M,Sim,Sim,0,315000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,3778,2.0,40.0,BOM
F,Não,Não,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3017,2.0,33.0,BOM
M,Sim,Sim,0,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,8040,2.0,55.0,BOM
M,Sim,Sim,0,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,8040,2.0,55.0,BOM
M,Sim,Sim,0,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,2774,2.0,33.0,BOM
F,Não,Sim,0,45000.0,Trabalho,Licenciatura,Casado,Apartamento alugado,825,2.0,55.0,BOM
F,Sim,Sim,1,630000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,6549,3.0,52.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,217,2.0,50.0,BOM
F,Não,Sim,0,81000.0,Trabalho,Licenciatura,Casado no civil,Casa / Apartamento,4996,2.0,49.0,BOM
F,Não,Sim,0,117000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,8861,2.0,43.0,BOM
F,Sim,Não,0,135000.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,12278,2.0,54.0,BOM
F,Não,Sim,0,180000.0,Trabalho,Graduação completa,Solteiro,Casa / Apartamento,8838,1.0,42.0,BOM
F,Não,Sim,0,126000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,60.0,BOM
M,Não,Não,0,247500.0,Representate comercial,Licenciatura,Casado,Habitação popular,1291,2.0,34.0,BOM
M,Sim,Sim,2,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,102,4.0,29.0,BOM
M,Sim,Sim,2,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,102,4.0,29.0,BOM
M,Sim,Sim,2,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,102,4.0,29.0,BOM
M,Sim,Sim,2,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,102,4.0,29.0,BOM
M,Sim,Sim,2,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,102,4.0,29.0,BOM
F,Não,Sim,0,202500.0,Pensão/Aposentadoria,Licenciatura,Solteiro,Casa / Apartamento,-365243,1.0,58.0,BOM
M,Sim,Sim,1,112500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,3263,3.0,43.0,BOM
F,Sim,Sim,1,292500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3504,3.0,35.0,BOM
F,Sim,Sim,1,292500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,3504,3.0,35.0,BOM
F,Não,Não,1,81000.0,Servidor público,Graduação completa,Casado,Com os pais,2317,3.0,32.0,BOM
F,Não,Não,1,81000.0,Servidor público,Graduação completa,Casado,Com os pais,2317,3.0,32.0,BOM
F,Não,Não,1,81000.0,Servidor público,Graduação completa,Casado,Com os pais,2317,3.0,32.0,BOM
F,Não,Não,1,81000.0,Servidor público,Graduação completa,Casado,Com os pais,2317,3.0,32.0,BOM
M,Não,Sim,3,135000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,5.0,41.0,BOM
F,Não,Sim,1,193500.0,Servidor público,Graduação completa,Casado no civil,Casa / Apartamento,1009,3.0,35.0,BOM
M,Sim,Sim,0,315000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,4539,2.0,45.0,BOM
M,Sim,Sim,0,315000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,4539,2.0,45.0,BOM
M,Sim,Sim,0,315000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,4539,2.0,45.0,BOM
M,Não,Não,1,292500.0,Servidor público,Licenciatura,Casado,Estúdio,4935,3.0,44.0,BOM
M,Sim,Não,2,450000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,4082,4.0,45.0,BOM
M,Sim,Não,2,450000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,4082,4.0,45.0,BOM
F,Sim,Sim,1,315000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,3.0,56.0,BOM
F,Não,Sim,0,225000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,1039,2.0,39.0,BOM
F,Não,Sim,0,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,886,2.0,43.0,BOM
F,Não,Sim,0,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,886,2.0,43.0,BOM
M,Sim,Sim,0,292500.0,Pensão/Aposentadoria,Licenciatura,Solteiro,Casa / Apartamento,-365243,1.0,54.0,BOM
M,Sim,Sim,0,292500.0,Pensão/Aposentadoria,Licenciatura,Solteiro,Casa / Apartamento,-365243,1.0,54.0,BOM
M,Não,Sim,0,135000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,491,2.0,43.0,BOM
M,Não,Sim,0,90000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,766,2.0,30.0,BOM
M,Não,Sim,0,90000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,766,2.0,30.0,BOM
F,Não,Sim,0,405000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,4874,2.0,48.0,BOM
F,Não,Sim,0,180000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,57.0,BOM
F,Não,Sim,0,180000.0,Representate comercial,Graduação completa,Solteiro,Casa / Apartamento,1683,1.0,49.0,BOM
F,Sim,Sim,0,360000.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1288,2.0,64.0,BOM
M,Sim,Sim,0,135000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,67.0,BOM
F,Sim,Sim,0,162000.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,15227,2.0,61.0,BOM
F,Não,Sim,0,180000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,60.0,BOM
F,Não,Sim,0,202500.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,2841,2.0,38.0,BOM
F,Não,Sim,0,99000.0,Pensão/Aposentadoria,Licenciatura,Viúvo,Casa / Apartamento,-365243,1.0,63.0,BOM
F,Não,Sim,0,427500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,3600,2.0,54.0,BOM
F,Sim,Não,0,675000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,7192,2.0,46.0,BOM
M,Não,Sim,0,180000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,5424,2.0,64.0,BOM
F,Sim,Sim,0,450000.0,Pensão/Aposentadoria,Mestrado,Casado no civil,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Sim,0,180000.0,Representate comercial,Graduação completa,Solteiro,Casa / Apartamento,1863,1.0,31.0,BOM
F,Não,Sim,1,202500.0,Trabalho,Licenciatura,Divorciado,Casa / Apartamento,887,2.0,52.0,BOM
M,Sim,Sim,2,135000.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,5849,4.0,36.0,BOM
F,Não,Sim,0,180000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Sim,0,180000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Sim,0,135000.0,Trabalho,Licenciatura,Casado,Habitação popular,2531,2.0,45.0,BOM
F,Não,Sim,0,90000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,64.0,BOM
F,Não,Sim,0,81000.0,Pensão/Aposentadoria,Licenciatura,Casado,Casa / Apartamento,-365243,2.0,59.0,BOM
F,Não,Não,2,67500.0,Servidor público,Licenciatura,Casado,Casa / Apartamento,1982,4.0,29.0,BOM
F,Sim,Sim,0,144000.0,Representate comercial,Licenciatura,Casado no civil,Casa / Apartamento,3716,2.0,36.0,BOM
F,Não,Sim,0,76500.0,Pensão/Aposentadoria,Graduação completa,Casado,Casa / Apartamento,-365243,2.0,65.0,BOM
F,Não,Sim,0,157500.0,Representate comercial,Licenciatura,Casado,Casa / Apartamento,1921,2.0,46.0,BOM
M,Sim,Sim,0,180000.0,Representate comercial,Licenciatura,Casado no civil,Apartamento alugado,1801,2.0,27.0,BOM
F,Sim,Sim,0,135000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,5247,2.0,39.0,BOM
F,Não,Sim,0,202500.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,5642,2.0,48.0,BOM
F,Não,Sim,0,202500.0,Representate comercial,Graduação completa,Casado,Casa / Apartamento,5642,2.0,48.0,BOM
F,Não,Sim,0,85500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2965,2.0,41.0,BOM
F,Não,Sim,0,85500.0,Trabalho,Graduação completa,Casado,Casa / Apartamento,2965,2.0,41.0,BOM
F,Não,Sim,0,270000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,954,2.0,55.0,BOM
F,Sim,Sim,0,72000.0,Trabalho,Licenciatura,Casado,Casa / Apartamento,10149,2.0,57.0,BOM
F,Não,Não,0,67500.0,Trabalho,Licenciatura,Viúvo,Casa / Apartamento,2539,1.0,53.0,BOM
F,Sim,Não,0,247500.0,Trabalho,Licenciatura,Divorciado,Casa / Apartamento,2142,1.0,37.0,BOM
F,Sim,Não,0,247500.0,Trabalho,Licenciatura,Divorciado,Casa / Apartamento,2142,1.0,37.0,BOM
